Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked
15485,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:35.357Z,1,0
15486,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:35.583Z,1,0
15487,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:45:32.101Z,1,0
15488,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:53:21.491Z,1,0
15489,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T20:01:27.355Z,1,0
15490,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:47:52.041Z,1,0
15491,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:10.367Z,1,0
15492,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:10.35Z,1,0
15493,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:06:28.069Z,1,0
15494,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15495,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15496,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15497,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15498,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15499,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15500,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15501,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:37:07.657Z,1,0
15502,Important!,"Applicable interest, fees, charges and deductions in your proposed loan (‘Loan Commercials’) for loan appl no approved is informed/displayed to you as part of T&Cs. After your acceptance of T&Cs by electronic authentication, it will have binding effect and will supersede any prior discussion/understanding with you.",2025-04-30T13:32:14.617Z,1,0
15503,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:00:32.768Z,1,0
15504,Do not pay on personal a/cs ⚠,Dear SOUMEN PRAMANIK Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:23:38.772Z,1,0
15505,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-22T12:01:28.069Z,1,0
15506,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:26:57.293Z,1,0
15507,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-06T14:03:13.38Z,1,0
15508,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:05.476Z,1,0
15509,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-13T17:38:28.307Z,1,0
15510,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:52:06.609Z,1,0
15511,Do not pay on personal a/cs ⚠,Dear Manohari G Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:26:20.454Z,1,0
15512,Receipt Alert 🧾,"Dear MUHAMMED SIFAN R ,
Ensure you collect payment receipt after making payment to any associate/employee.",2025-04-26T17:16:29.497Z,1,0
15513,Receipt Alert 🧾,"Dear MUHAMMED SIFAN R ,
Ensure you collect payment receipt after making payment to any associate/employee.",2025-04-26T17:16:29.449Z,1,0
15514,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:03:49.985Z,1,0
15515,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:53:20.146Z,1,0
15516,🔍 Need Loan Information?,"📲 अपने लोन की पूरी जानकारी देखें, एक क्लिक में!",2025-04-29T11:41:15.949Z,1,0
15517,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:23:57.786Z,1,0
15518,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:23:57.786Z,1,0
15519,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:59:25.965Z,1,0
15520,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:59:25.965Z,1,0
15521,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:56:24.21Z,1,0
15522,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:56:24.21Z,1,0
15523,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:01:33.548Z,1,0
15524,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:01:33.548Z,1,0
15525,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:01:35.867Z,1,0
15526,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:01:35.867Z,1,0
15527,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:13:22.366Z,1,0
15528,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:13:22.366Z,1,0
15529,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:06:38.245Z,1,0
15530,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:06:38.245Z,1,0
15531,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:14:00.009Z,1,0
15532,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:14:00.009Z,1,0
15533,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:24:06.295Z,1,0
15534,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:24:06.295Z,1,0
15535,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:03:47.646Z,1,0
15536,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:03:47.646Z,1,0
15537,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T18:08:22.662Z,1,0
15538,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T18:08:22.662Z,1,0
15539,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:11:06.28Z,1,0
15540,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:11:06.28Z,1,0
15541,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:26:12.11Z,1,0
15542,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:26:12.11Z,1,0
15543,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:04:19.841Z,1,0
15544,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:04:19.841Z,1,0
15545,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:18:36.274Z,1,0
15546,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:18:36.274Z,1,0
15547,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:34:45.696Z,1,0
15548,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:34:45.696Z,1,0
15549,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:36:54.326Z,1,0
15550,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:36:54.326Z,1,0
15551,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:10:35.617Z,1,0
15552,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:10:35.617Z,1,0
15553,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:30:05.536Z,1,0
15554,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:30:05.536Z,1,0
15555,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:07:19.585Z,1,0
15556,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T23:07:19.585Z,1,0
15557,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:33:36.152Z,1,0
15558,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:33:36.152Z,1,0
15559,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:33:10.247Z,1,0
15560,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:33:10.247Z,1,0
15561,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:12:52.063Z,1,0
15562,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T20:12:52.063Z,1,0
15563,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:36:09.576Z,1,0
15564,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:36:09.576Z,1,0
15565,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:29:38.313Z,1,0
15566,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T11:29:38.313Z,1,0
15567,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:29:34.544Z,1,0
15568,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T17:29:34.544Z,1,0
15569,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:53:32.951Z,1,0
15570,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T17:53:32.951Z,1,0
15571,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T18:02:38.367Z,1,0
15572,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-24T18:02:38.367Z,1,0
15573,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:16:25.999Z,1,0
15574,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:16:25.999Z,1,0
15575,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:22:02.894Z,1,0
15576,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-28T20:22:02.894Z,1,0
15577,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:53:53.838Z,1,0
15578,Transaction Alert!,Your recent transaction is declined due to pending KYC. Click to update your KYC.,2025-04-22T22:56:33.155Z,1,0
15579,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-12T17:19:49.205Z,1,0
15580,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:52:33.558Z,1,0
15581,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:04:13.08Z,1,0
15582,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:39:07.71Z,1,0
15583,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:51:13.507Z,1,0
15584,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:51:13.573Z,1,0
15585,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:27:16.482Z,1,1
15586,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:07:37.357Z,1,0
15587,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:44.517Z,1,0
15588,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:55:28.472Z,1,0
15589,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:51:34.136Z,1,0
15590,Loan Update!,"Thank you, you have completed all the formalities including acceptance of hypothecation terms. We will soon share your loan details.Please note that the commercial details in the agreement are final and will supersede any verbal/written commitments. Contact the sales representative if the charges differ from what has been promised.",2025-04-28T16:42:17.247Z,1,1
15591,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:27:09.395Z,1,0
15592,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:04:15.38Z,1,0
15593,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:02:56.706Z,1,0
15594,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-14T14:53:54.588Z,1,0
15595,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-14T14:53:41.229Z,1,0
15596,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-23T13:28:53.563Z,1,0
15597,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:13:06.757Z,1,0
15598,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:13:04.445Z,1,0
15599,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:45:42.249Z,1,0
15600,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-27T20:21:33.807Z,1,0
15601,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:59:29.668Z,1,0
15602,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:52:09.162Z,1,0
15603,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:52:52.376Z,1,0
15604,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:06.447Z,1,0
15605,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T14:04:55.084Z,1,0
15606,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:51:10.305Z,1,0
15607,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:46:11.792Z,1,0
15608,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:46:04.445Z,1,0
15609,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:09:54.603Z,1,0
15610,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:08:28.328Z,1,0
15611,Your online transaction was unsuccessful!,Visit our nearest partner store for your purchase. Tap here to check the nearest store.,2025-05-03T13:20:46.044Z,1,0
15612,Your online transaction was unsuccessful!,Visit our nearest partner store for your purchase. Tap here to check the nearest store.,2025-05-03T13:20:46.044Z,1,0
15613,Your online transaction was unsuccessful!,Visit our nearest partner store for your purchase. Tap here to check the nearest store.,2025-04-16T13:20:28.668Z,1,0
15614,Your online transaction was unsuccessful!,Visit our nearest partner store for your purchase. Tap here to check the nearest store.,2025-04-16T13:20:28.668Z,1,0
15615,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:47:37.432Z,1,0
15616,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:06:12.971Z,1,0
15617,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-30T19:50:33.497Z,1,0
15618,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:46:10.491Z,1,0
15619,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:50:44.25Z,1,0
15620,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-21T14:20:50.556Z,1,0
15621,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-21T14:17:34.056Z,1,0
15622,Loan Update!,We regret to inform you that we are unable to process your loan request in line with our policy. TAP to explore our App.,2025-05-06T14:10:23.676Z,1,0
15623,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:57:33.398Z,1,0
15624,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:44:29.853Z,1,0
15625,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:58:52.279Z,1,0
15626,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:14:55.894Z,1,0
15627,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:46:19.056Z,1,0
15628,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:33:56.943Z,1,0
15629,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:33:59.021Z,1,0
15630,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-04-17T14:46:55.324Z,1,0
15631,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:57:49.09Z,1,1
15632,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:10:53.199Z,1,0
15633,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:14:35.07Z,1,0
15634,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:36.393Z,1,0
15635,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:46:51.339Z,1,0
15636,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:09:44.138Z,1,0
15637,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:09:44.364Z,1,0
