Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked,Bussiness
14672,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:47:58.967Z,1,0,PL
14673,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:04:43.162Z,1,0,FD
14674,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-26T11:38:14.812Z,1,1,LI
14675,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:01:27.933Z,1,0,PL
14676,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:14:19.713Z,1,0,FD
14677,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-04-27T12:59:35.644Z,1,1,LI
14678,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:34.89Z,1,0,PL
14679,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:50:56.695Z,1,0,FD
14680,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:28:38.745Z,1,0,LI
14681,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:28:38.745Z,1,0,PL
14682,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:22:59.003Z,1,0,FD
14683,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:22:59.003Z,1,0,LI
14684,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:28:40.594Z,1,0,PL
14685,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:28:40.594Z,1,0,FD
14686,🚀Stay one step ahead!,"📲 Check your Repayment Schedule now.
🕒 अगली भुगतान तारीख जानें – अभी शेड्यूल देखें!",2025-04-26T18:26:48.73Z,1,0,LI
14687,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:26:35.856Z,1,0,PL
14688,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:26:37.778Z,1,0,FD
14689,🔍 Need Loan Information?,"📲 अपने लोन की पूरी जानकारी देखें, एक क्लिक में!",2025-04-29T11:42:03.247Z,1,0,LI
14690,🔍 Need Loan Information?,"📲 अपने लोन की पूरी जानकारी देखें, एक क्लिक में!",2025-04-29T11:42:13.888Z,1,0,PL
14691,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-04-28T16:41:44.466Z,1,0,FD
14692,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:22:02.652Z,1,0,LI
14693,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:22:27.781Z,1,0,PL
14694,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-08T18:24:40.785Z,1,0,FD
14695,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-08T18:24:25.151Z,1,0,LI
14696,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:04:17.09Z,1,0,PL
14697,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:46:00.811Z,1,0,FD
14698,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:37.585Z,1,0,LI
14699,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:22:59.718Z,1,0,PL
14700,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:22:57.71Z,1,0,FD
14701,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:28:57.377Z,1,0,LI
14702,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:25:02.157Z,1,0,PL
14703,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:44:10.898Z,1,0,FD
14704,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-03T16:01:40.852Z,1,0,LI
14705,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:45:43.215Z,1,0,PL
14706,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T14:00:24.062Z,1,0,FD
14707,Here is an update !,"Transaction on your Bajaj Finserv EMI Network Card is rejected, inline with our policy. Click to shop online on No Cost EMI.",2025-04-25T10:13:45.426Z,1,0,LI
14708,Here is an update !,"Transaction on your Bajaj Finserv EMI Network Card is rejected, inline with our policy. Click to shop online on No Cost EMI.",2025-04-25T09:45:18.365Z,1,0,PL
14709,Here is an update !,"Transaction on your Bajaj Finserv EMI Network Card is rejected, inline with our policy. Click to shop online on No Cost EMI.",2025-04-25T10:16:19.529Z,1,0,FD
14710,Here is an update !,"Transaction on your Bajaj Finserv EMI Network Card is rejected, inline with our policy. Click to shop online on No Cost EMI.",2025-04-25T10:17:45.774Z,1,0,LI
14711,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:56:27.025Z,1,0,PL
14712,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:44.667Z,1,0,FD
14713,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:36.385Z,1,0,LI
14714,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:36.696Z,1,0,PL
14715,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:34.635Z,1,0,FD
14716,Hurry! Complete your KYC!,"For hassle-free processing of loan application, TAP to provide your KYC details NOW.",2025-04-16T14:11:29.661Z,1,0,LI
14717,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:18:39.725Z,1,0,PL
14718,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-20T11:15:34.761Z,1,0,FD
14719,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-21T14:04:42.424Z,1,0,LI
14720,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T19:01:00.269Z,1,0,PL
14721,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:04:48.517Z,1,0,FD
14722,💳 Check Your EMI Card Limit!,📲 अभी जानें अपने EMI कार्ड की लिमिट और करें बेझिझक ख़रीदारी!,2025-04-19T19:09:30.385Z,1,0,LI
14723,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:51:18.198Z,1,0,PL
14724,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:07:21.445Z,1,0,FD
14725,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:07:02.263Z,1,0,LI
14726,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-12T15:32:48.189Z,1,0,PL
14727,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-12T15:32:48.189Z,1,0,FD
14728,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-07T16:57:38.226Z,1,0,LI
14729,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-07T16:57:38.226Z,1,0,PL
14730,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:41:18.319Z,1,0,FD
14731,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:41:18.03Z,1,0,LI
14732,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T23:15:25.57Z,1,0,PL
14733,Debt-free is the way to be!,Clear your pending payment today and stay on top of your financial goals. Pay now using Bajaj FinServ App. *Ignore if paid,2025-04-30T18:39:23.692Z,1,0,FD
14734,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:50:01.648Z,1,0,LI
14735,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:52:58.996Z,1,0,PL
14736,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-12T22:07:06.855Z,1,0,FD
14737,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:04.415Z,1,0,LI
14738,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:02:47.578Z,1,0,PL
14739,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:04:05.126Z,1,0,FD
14740,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:08:53.153Z,1,0,LI
14741,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:59:16.529Z,1,0,PL
14742,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T11:02:23.04Z,1,0,FD
14743,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T11:02:19.071Z,1,0,LI
14744,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:01:07.655Z,1,0,PL
14745,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:25:02.455Z,1,0,FD
14746,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T18:25:01.267Z,1,0,LI
14747,Overdue Alert!,Your payment’s overdue! Let’s turn that into ‘paid’ today. Click to pay now. *Ignore if paid,2025-04-18T20:15:52.027Z,1,0,PL
14748,Overdue Alert!,Your payment’s overdue! Let’s turn that into ‘paid’ today. Click to pay now. *Ignore if paid,2025-04-18T20:15:52.027Z,1,0,FD
14749,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:52:56.938Z,1,0,LI
14750,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-13T18:04:54.975Z,1,0,PL
14751,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-13T18:04:54.975Z,1,0,FD
14752,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-13T15:01:40.67Z,1,0,LI
14753,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-13T15:01:40.67Z,1,0,PL
14754,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-11T16:43:34.574Z,1,0,FD
14755,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-11T16:43:34.574Z,1,0,LI
14756,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:56:38.161Z,1,0,PL
14757,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:56:40.211Z,1,0,FD
14758,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:48:31.719Z,1,0,LI
14759,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-13T19:01:42.422Z,1,0,PL
14760,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:28:25.064Z,1,0,FD
14761,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:29:35.04Z,1,0,LI
14762,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:28:20.613Z,1,0,PL
14763,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:29:50.208Z,1,0,FD
14764,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:29:19.477Z,1,0,LI
14765,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T13:30:03.176Z,1,0,PL
14766,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:57:08.616Z,1,0,FD
14767,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-18T19:00:07.062Z,1,0,LI
14768,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:54:44.03Z,1,0,PL
14769,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:24:01.663Z,1,0,FD
14770,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:23:59.135Z,1,0,LI
14771,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:49:37.198Z,1,0,PL
14772,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:49:34.526Z,1,0,FD
14773,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:21.749Z,1,0,LI
14774,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:23.533Z,1,0,PL
14775,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-04-21T14:20:31.929Z,1,0,FD
14776,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-05-12T17:24:00.679Z,1,0,LI
14777,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-05-12T17:24:00.679Z,1,0,PL
14778,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-04-22T20:12:31.319Z,1,0,FD
14779,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-04-22T20:12:31.319Z,1,0,LI
14780,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-05-12T17:24:01.241Z,1,0,PL
14781,व्यक्तिगत खातों पर भुगतान न करें ⚠,प्रिय JAIKUMAR APSTIYAR PARMESHWARAN हमारे सहयोगी/कर्मचारी को व्यक्तिगत खाते/वॉलेट पर कोई भुगतान न करें। बीएफएल किसी भी हुए नुकसान के लिए जिम्मेदार नहीं होगा।,2025-05-12T17:24:01.241Z,1,0,FD
14782,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:47:22.492Z,1,0,LI
14783,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:24:05.047Z,1,0,PL
14784,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-23T14:57:37.95Z,1,0,FD
14785,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-23T14:57:36.289Z,1,0,LI
14786,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:45:09.291Z,1,0,PL
14787,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-02T18:30:47.917Z,1,0,FD
14788,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:48:26.359Z,1,0,LI
14789,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:05:16.175Z,1,0,PL
14790,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:01:23.354Z,1,0,FD
14791,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-12T10:51:50.936Z,1,0,LI
14792,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-12T10:51:50.936Z,1,0,PL
14793,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:59:21.052Z,1,0,FD
14794,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-14T18:51:54.644Z,1,0,LI
14795,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:49:43.428Z,1,0,PL
14796,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:55:44.952Z,1,0,FD
14797,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T20:59:17.241Z,1,0,LI
14798,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:55:05.988Z,1,0,PL
14799,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:04:31.052Z,1,0,FD
14800,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:45.453Z,1,0,LI
14801,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-05T17:02:25.72Z,1,0,PL
14802,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:41:03.109Z,1,0,FD
14803,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:48:44.368Z,1,0,LI
14804,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:07.835Z,1,0,PL
14805,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-09T12:47:04.165Z,1,0,FD
14806,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:51:32.662Z,1,0,LI
14807,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-24T18:36:19.514Z,1,0,PL
14808,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:31:47.089Z,1,0,FD
14809,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,LI
14810,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,PL
14811,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,FD
14812,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,LI
14813,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,PL
14814,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,FD
14815,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,LI
14816,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,PL
14817,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,FD
14818,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,LI
14819,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,PL
14820,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:00.952Z,1,0,FD
